Date,Saved_Image_Name,Model_Prediction,Feedback
2026-07-13 23:40:14,img_20260713_234014_glioma.jpg,GLIOMA,Incorrect
2026-07-13 23:44:02,img_20260713_234402_pred_pituitary_actual_Pituitary.jpg,PITUITARY,PITUITARY,Correct
